File name,Euler number,Trabecular thickness (plate model),Trabecular pattern factor,Bone perimeter / area ratio,Number of objects,Average object area-equivalent circle diameter,Average object area
im_lr_006791.tif,8,3.63461308,0.21108179,0.5502649,8,8.10991863,51.65625
im_lr_006790.tif,7,3.7180718,0.18421053,0.53791323,7,9.17691132,66.14285714
im_lr_006789.tif,6,4.56655819,0.15,0.43796661,6,11.44252885,102.83333333
im_lr_006788.tif,5,4.83954379,0.07859649,0.41326209,5,13.69482329,147.3
im_lr_006787.tif,5,5.04382078,0.11363636,0.3965248,5,13.88869292,151.5
im_lr_006786.tif,5,5.30349531,0.09945168,0.37710979,5,14.50746348,165.3
im_lr_006785.tif,5,5.78987864,0.08735108,0.34543038,5,15.48903358,188.425
im_lr_006784.tif,7,5.59875479,0.13207547,0.35722229,7,13.43350174,141.73214286
im_lr_006783.tif,8,5.56133392,0.13793103,0.35962595,8,13.21336341,137.125
im_lr_006782.tif,9,5.30969138,0.13533835,0.37666973,9,13.00494725,132.83333333
im_lr_006781.tif,9,5.03876725,0.11369862,0.39692248,9,13.30206484,138.97222222
im_lr_006780.tif,11,5.08704726,0.13124417,0.39315538,11,12.08376704,114.68181818
im_lr_006779.tif,12,5.19282238,0.14890135,0.38514701,12,11.47782663,103.46875
im_lr_006778.tif,13,4.96086903,0.16386727,0.40315517,13,11.05359786,95.96153846
im_lr_006777.tif,12,4.9694833,0.14842146,0.40245633,12,11.75752231,108.57291667
im_lr_006776.tif,13,4.94098994,0.16774194,0.40477719,13,11.2103163,98.70192308
im_lr_006775.tif,13,5.01312738,0.15527699,0.39895256,13,11.26261469,99.625
im_lr_006774.tif,12,4.90811814,0.14979353,0.40748815,12,11.65043521,106.60416667
im_lr_006773.tif,11,5.05469259,0.14379085,0.39567194,11,12.29151931,118.65909091
im_lr_006772.tif,11,4.99273122,0.13922611,0.40058235,11,12.21595113,117.20454545
im_lr_006771.tif,11,4.84258376,0.14285714,0.41300267,11,12.09094908,114.81818182
im_lr_006770.tif,12,4.99807138,0.14861929,0.40015435,12,11.54637565,104.70833333
im_lr_006769.tif,11,5.11823024,0.14377407,0.39076007,11,12.04298796,113.90909091
im_lr_006768.tif,11,5.32961797,0.15595924,0.37526142,11,12.11784378,115.32954545
im_lr_006767.tif,11,5.3193054,0.15827338,0.37598894,11,12.03397397,113.73863636
im_lr_006766.tif,15,5.09665367,0.18658892,0.39241434,15,10.36380075,84.35833333
im_lr_006765.tif,14,4.68548688,0.14717274,0.42684998,14,11.15154032,97.66964286
im_lr_006764.tif,16,4.69244253,0.15911683,0.42621726,16,10.7052093,90.0078125
im_lr_006763.tif,16,4.76458941,0.12968676,0.41976335,16,11.41525776,102.34375
im_lr_006762.tif,19,4.6242705,0.1687728,0.43250065,19,10.10911602,80.26315789
im_lr_006761.tif,20,4.68052651,0.16971126,0.42730235,20,10.29201498,83.19375
im_lr_006760.tif,18,4.623653,0.14477863,0.43255841,18,11.23825117,99.19444444
im_lr_006759.tif,18,4.57800882,0.11826507,0.43687115,18,11.3793774,101.70138889
im_lr_006758.tif,18,4.65791661,0.12924272,0.42937652,18,11.63334661,106.29166667
im_lr_006757.tif,20,4.52842705,0.14671607,0.44165446,20,11.23785777,99.1875
im_lr_006756.tif,22,4.83405876,0.14351302,0.41373101,22,11.40749179,102.20454545
im_lr_006755.tif,21,4.74224934,0.12098865,0.42174079,21,11.96446836,112.42857143
im_lr_006754.tif,22,4.83873399,0.10921898,0.41333126,22,12.15569398,116.05113636
im_lr_006753.tif,21,5.14295888,0.11587135,0.3888812,21,12.80823377,128.8452381
im_lr_006752.tif,24,5.08094338,0.11727046,0.39362769,24,12.25138254,117.88541667
im_lr_006751.tif,20,5.1880262,0.10619317,0.38550306,20,13.55758252,144.3625
im_lr_006750.tif,18,5.32400599,0.10942705,0.37565698,18,14.28444885,160.25694444
im_lr_006749.tif,23,5.1925273,0.10386259,0.38516889,23,12.64661529,125.61413043
im_lr_006748.tif,20,5.38366842,0.12801594,0.3714939,21,13.05525896,133.86309524
im_lr_006747.tif,21,5.15143166,0.13150603,0.38824159,21,12.89521618,130.60119048
im_lr_006746.tif,22,5.2506275,0.12955914,0.38090685,22,12.67630143,126.20454545
im_lr_006745.tif,20,5.3185555,0.11656766,0.37604195,20,13.63834235,146.0875
im_lr_006744.tif,21,5.44032626,0.12032224,0.36762501,21,13.90014751,151.75
im_lr_006743.tif,26,5.32747551,0.10067466,0.37541233,26,13.19551549,136.75480769
im_lr_006742.tif,27,5.40547203,0.11224018,0.36999544,27,13.46590256,142.41666667
im_lr_006741.tif,29,5.49433546,0.12479253,0.36401126,29,13.21813901,137.22413793
im_lr_006740.tif,30,5.34994655,0.11332136,0.37383551,30,13.30638472,139.0625
im_lr_006739.tif,29,5.5840156,0.11180256,0.35816519,29,13.48877417,142.90086207
im_lr_006738.tif,26,5.4994999,0.10969687,0.36366943,27,13.86001502,150.875
im_lr_006737.tif,27,5.41777322,0.09915462,0.36915536,27,13.90396362,151.83333333
im_lr_006736.tif,26,5.39329638,0.1050403,0.37083072,26,14.37491594,162.29326923
im_lr_006735.tif,29,5.45206724,0.10732729,0.36683333,29,13.73232155,148.10775862
im_lr_006734.tif,29,5.68636729,0.10914232,0.3517184,29,14.01907281,154.35775862
im_lr_006733.tif,27,5.75891564,0.10965233,0.3472876,27,14.67656223,169.17592593
im_lr_006732.tif,29,5.7022543,0.10398253,0.35073848,29,14.38597605,162.54310345
im_lr_006731.tif,31,5.61112153,0.10338471,0.35643498,31,14.07212448,155.52822581
im_lr_006730.tif,32,5.51796816,0.08996048,0.36245225,32,14.34338286,161.58203125
im_lr_006729.tif,32,5.5752598,0.08457834,0.35872768,32,14.76911721,171.31640625
im_lr_006728.tif,30,5.68235705,0.08162258,0.35196662,32,15.24421567,182.515625
im_lr_006727.tif,33,5.8098451,0.0778703,0.34424326,34,15.06750959,178.30882353
im_lr_006726.tif,33,5.85841734,0.08466037,0.34138913,34,15.22235971,181.99264706
im_lr_006725.tif,32,5.96569396,0.08532163,0.33525018,33,15.75542708,194.96212121
im_lr_006724.tif,33,5.96690905,0.08820273,0.33518191,34,15.46626,187.87132353
im_lr_006723.tif,35,5.84985696,0.09108817,0.3418887,36,15.01063589,176.96527778
im_lr_006722.tif,41,5.5761249,0.09240026,0.35867202,41,13.94072139,152.63719512
im_lr_006721.tif,41,5.45275025,0.09630432,0.36678738,41,13.79164842,149.3902439
im_lr_006720.tif,44,5.38597354,0.09862935,0.37133491,44,13.23456203,137.56534091
im_lr_006719.tif,40,5.36440508,0.09506779,0.37282792,41,13.69901774,147.3902439
im_lr_006718.tif,39,5.44875968,0.09014875,0.36705601,41,13.693491,147.27134146
im_lr_006717.tif,37,5.3794359,0.09525149,0.37178619,38,14.09092503,155.94407895
im_lr_006716.tif,36,5.46728355,0.095765,0.36581238,37,14.2320984,159.08445946
im_lr_006715.tif,38,5.44349239,0.09340846,0.36741119,38,14.19619811,158.28289474
im_lr_006714.tif,36,5.46483435,0.0885105,0.36597633,36,14.59732657,167.35416667
im_lr_006713.tif,38,5.41163572,0.09223464,0.36957403,38,14.24244232,159.31578947
im_lr_006712.tif,38,5.45005978,0.08748362,0.36696845,38,14.29820662,160.56578947
im_lr_006711.tif,35,5.61659299,0.08127199,0.35608776,35,15.10948039,179.30357143
im_lr_006710.tif,34,5.7175846,0.07554534,0.34979806,34,15.4925691,188.51102941
im_lr_006709.tif,29,5.71910395,0.06417715,0.34970513,30,16.42767259,211.95416667
im_lr_006708.tif,33,5.62012632,0.06895825,0.35586389,33,15.36096548,185.3219697
im_lr_006707.tif,34,5.42378937,0.07719693,0.36874588,34,14.71194618,169.99264706
im_lr_006706.tif,32,5.36858795,0.08888544,0.37253744,32,14.88434348,174.0
im_lr_006705.tif,35,5.34599615,0.08976583,0.37411175,35,14.20320964,158.43928571
im_lr_006704.tif,31,5.27039121,0.08561759,0.37947847,31,14.86760505,173.60887097
im_lr_006703.tif,31,5.36678825,0.06839342,0.37266236,31,14.95196826,175.58467742
im_lr_006702.tif,34,5.37664849,0.07027939,0.37197894,35,14.44605512,163.90357143
im_lr_006701.tif,35,5.32163423,0.06881966,0.3758244,36,14.7169213,170.10763889
im_lr_006700.tif,13,4.59834147,0.17560152,0.43493943,13,10.55038002,87.42307692
im_lr_006699.tif,14,4.61321881,0.15768207,0.43353677,14,10.37414315,84.52678571
im_lr_006698.tif,11,4.89833787,0.14864865,0.40830177,11,11.90523881,111.31818182
im_lr_006697.tif,12,4.95108626,0.12989851,0.40395176,12,11.71061524,107.70833333
im_lr_006696.tif,9,5.03693455,0.08815971,0.3970669,10,13.43257083,141.7125
im_lr_006695.tif,9,5.14984904,0.07761163,0.3883609,9,14.43806108,163.72222222
im_lr_006694.tif,8,5.17868834,0.08001095,0.38619818,8,15.47926894,188.1875
im_lr_006693.tif,9,5.20986372,0.09964967,0.3838872,9,14.24136402,159.29166667
im_lr_006692.tif,12,4.99262683,0.1169198,0.40059072,12,12.45377421,121.8125
im_lr_006691.tif,10,5.18408838,0.11764706,0.38579589,10,13.87321422,151.1625
im_lr_006690.tif,12,4.99045469,0.10560794,0.40076509,12,12.35272446,119.84375
im_lr_006689.tif,13,4.89490635,0.1169647,0.408588,13,11.92574131,111.70192308
im_lr_006688.tif,14,5.1061035,0.16038364,0.3916881,14,11.24847455,99.375
im_lr_006687.tif,13,5.16209032,0.1346795,0.38743995,13,12.0223614,113.51923077
im_lr_006686.tif,14,4.92680952,0.14862774,0.40594222,14,11.56244577,105.0
im_lr_006685.tif,14,5.01036901,0.14769396,0.3991722,14,11.65059784,106.60714286
im_lr_006684.tif,14,4.94250031,0.15130024,0.40465349,14,11.85037978,110.29464286
im_lr_006683.tif,15,4.82783805,0.11688221,0.4142641,15,12.06891064,114.4
im_lr_006682.tif,16,4.71212539,0.15529269,0.42443692,16,11.38122266,101.734375
im_lr_006681.tif,16,4.68748346,0.1400831,0.42666817,16,11.45353491,103.03125
im_lr_006680.tif,15,4.7863676,0.11079464,0.41785341,15,12.20267859,116.95
im_lr_006679.tif,14,4.9623894,0.11827434,0.40303165,14,12.52295732,123.16964286
im_lr_006678.tif,14,4.78037723,0.09717303,0.41837702,14,12.6565971,125.8125
im_lr_006677.tif,15,4.77417168,0.13595265,0.41892084,15,11.83991866,110.1
im_lr_006676.tif,12,4.83477028,0.10734709,0.41367012,12,13.36059623,140.19791667
im_lr_006675.tif,11,4.76656988,0.11111111,0.41958894,11,13.69672486,147.34090909
im_lr_006674.tif,13,4.865682,0.12574228,0.41104207,13,12.44320193,121.60576923
im_lr_006673.tif,13,4.90270454,0.14130435,0.4079381,13,12.26532304,118.15384615
im_lr_006672.tif,15,4.73288044,0.14368497,0.42257564,15,11.33960245,100.99166667
im_lr_006671.tif,16,4.46777976,0.14015738,0.44764964,16,11.16325761,97.875
im_lr_006670.tif,14,4.68531471,0.12941783,0.42686567,14,12.05675346,114.16964286
im_lr_006669.tif,15,4.65814268,0.14218009,0.42935568,15,11.88821221,111.0
im_lr_006668.tif,16,4.75398564,0.13877195,0.42069963,16,11.59594897,105.609375
im_lr_006667.tif,15,4.70904245,0.12534745,0.4247148,15,12.17438677,116.40833333
im_lr_006666.tif,20,4.50792933,0.14362275,0.44366268,20,10.65482149,89.1625
im_lr_006665.tif,20,4.5172522,0.14700022,0.44274703,20,10.98396124,94.75625
im_lr_006664.tif,21,4.51691868,0.14945709,0.44277972,21,11.041751,95.75595238
im_lr_006663.tif,24,4.49218343,0.1537054,0.4452178,24,10.41811114,85.24479167
im_lr_006662.tif,19,4.56690851,0.10476568,0.43793301,19,12.10190291,115.02631579
im_lr_006661.tif,22,4.86663157,0.14481236,0.41096187,22,11.58900639,105.48295455
im_lr_006660.tif,28,4.64531012,0.16484573,0.43054176,28,10.58486636,87.99553571
im_lr_006659.tif,32,4.71818392,0.15410588,0.42389191,32,10.30901126,83.46875
im_lr_006658.tif,26,4.98607192,0.12321437,0.40111736,27,12.03922739,113.83796296
im_lr_006657.tif,27,5.02220784,0.121225,0.39823123,28,12.14482785,115.84375
im_lr_006656.tif,27,5.0595307,0.10275376,0.39529358,28,12.50615193,122.83928571
im_lr_006655.tif,21,5.19309859,0.09032331,0.38512652,23,14.34890721,161.70652174
im_lr_006654.tif,27,5.17976726,0.09074483,0.38611773,28,13.0381951,133.51339286
im_lr_006653.tif,25,5.18072425,0.08126156,0.38604641,25,14.00349915,154.015
im_lr_006652.tif,25,5.25483099,0.07885684,0.38060216,27,14.03246352,154.65277778
im_lr_006651.tif,27,5.25398018,0.08232443,0.38066379,29,13.86080693,150.89224138
im_lr_006650.tif,23,5.37682667,0.06944645,0.37196661,25,15.23019305,182.18
im_lr_006649.tif,24,5.4680617,0.05166586,0.36576032,25,15.74968343,194.82
im_lr_006648.tif,25,5.49729261,0.06143516,0.36381545,26,15.37570894,185.67788462
im_lr_006647.tif,28,5.33312547,0.07172371,0.37501462,29,14.5126452,165.41810345
im_lr_006646.tif,27,5.27941185,0.07025503,0.37883008,29,14.70162919,169.75431034
im_lr_006645.tif,28,5.15534569,0.06470766,0.38794683,29,14.79892489,172.00862069
im_lr_006644.tif,29,5.16906083,0.06318886,0.38691748,30,14.84204692,173.0125
im_lr_006643.tif,28,5.15973458,0.06481877,0.38761684,29,15.29854817,183.81896552
im_lr_006642.tif,27,5.27233594,0.05044574,0.3793385,28,15.86230112,197.61607143
im_lr_006641.tif,33,5.2560357,0.06632195,0.38051492,33,14.68831449,169.4469697
im_lr_006640.tif,35,5.08808188,0.06382281,0.39307544,35,14.22160686,158.85
im_lr_006639.tif,31,5.29205801,0.0650015,0.37792481,31,14.86605104,173.57258065
im_lr_006638.tif,37,5.06345452,0.08481648,0.39498725,37,13.39554949,140.93243243
im_lr_006637.tif,35,4.94151584,0.09293059,0.40473411,35,13.74189265,148.31428571
im_lr_006636.tif,36,5.02964463,0.09711083,0.39764241,37,13.33810766,139.72635135
im_lr_006635.tif,37,5.00391632,0.10197881,0.39968694,38,13.18893385,136.61842105
im_lr_006634.tif,34,5.163083,0.09175042,0.38736546,34,14.1365638,156.95588235
im_lr_006633.tif,28,5.34642679,0.0664003,0.37408162,28,15.83881243,197.03125
im_lr_006632.tif,31,5.51787151,0.08276777,0.3624586,31,15.24911932,182.63306452
im_lr_006631.tif,34,5.35982211,0.06786009,0.37314671,35,14.51185104,165.4
im_lr_006630.tif,33,5.46725498,0.06894847,0.36581429,33,15.31427001,184.1969697
im_lr_006629.tif,30,5.55837921,0.05757378,0.35981712,30,16.70722132,219.22916667
im_lr_006628.tif,28,5.7636952,0.0479186,0.34699961,29,17.49693588,240.44396552
im_lr_006627.tif,28,5.91415895,0.05315535,0.3381715,29,17.87136128,250.84482759
im_lr_006626.tif,31,6.01201695,0.04842654,0.33266706,33,17.19172918,232.12878788
im_lr_006625.tif,30,6.12385598,0.04404846,0.32659161,33,17.70856043,246.29545455
im_lr_006624.tif,25,6.2130749,0.03362898,0.3219018,28,19.81072239,308.24107143
im_lr_006623.tif,28,6.37916621,0.03504494,0.3135206,30,19.4009313,295.62083333
im_lr_006622.tif,26,6.44222132,0.02788049,0.31045192,28,20.41508362,327.33482143
im_lr_006621.tif,28,6.5621127,0.04086381,0.30477989,28,20.72567266,337.37053571
im_lr_006620.tif,31,6.32645252,0.02649637,0.31613293,31,19.79363861,307.70967742
im_lr_006619.tif,32,6.34999904,0.04145017,0.31496068,33,19.37370402,294.79166667
im_lr_006618.tif,32,6.32272005,0.03938895,0.31631956,32,19.91292529,311.4296875
im_lr_006617.tif,29,6.36545189,0.02445919,0.31419608,30,20.79646478,339.67916667
im_lr_006616.tif,21,6.51761077,0.01020087,0.30686091,24,23.47807238,432.92708333
im_lr_006615.tif,20,6.54819725,-0.0024744,0.30542757,26,22.84177383,409.77884615
im_lr_006614.tif,20,6.77818382,0.00320725,0.29506429,23,24.44032039,469.14130435
im_lr_006613.tif,14,6.76872132,-0.00048688,0.29547678,18,27.70551296,602.86805556
im_lr_006612.tif,17,6.8804255,0.0024273,0.2906797,21,25.57190232,513.58928571
im_lr_006611.tif,23,6.6980566,0.01635065,0.29859407,27,22.07867777,382.85648148
im_lr_006610.tif,26,6.66330078,0.02261043,0.30015154,30,20.25327973,322.16666667
im_lr_006609.tif,30,6.37209885,0.0307681,0.31386833,33,18.65371101,273.28787879
im_lr_006608.tif,24,6.08322306,0.00700807,0.32877308,27,20.41417097,327.30555556
im_lr_006607.tif,26,5.87653025,-0.01484339,0.34033689,29,19.64437182,303.0862069
im_lr_006606.tif,35,5.84297281,0.01509661,0.34229151,37,17.45590418,239.31756757
im_lr_006605.tif,30,6.05272291,0.02841147,0.3304298,31,19.1219973,287.18145161
im_lr_006604.tif,36,6.04965872,0.03308776,0.33059716,39,17.17983471,231.80769231
im_lr_006603.tif,31,6.09896508,0.01621158,0.32792449,33,18.85800854,279.30681818
im_lr_006602.tif,26,6.23956335,0.00263658,0.32053525,29,20.56591854,332.18965517
im_lr_006601.tif,17,6.70016453,-0.01084793,0.29850013,22,24.35464576,465.85795455
im_lr_006600.tif,10,2.79924013,0.25316456,0.71447961,10,6.70887605,35.35
im_lr_006599.tif,11,2.85468448,0.25905937,0.70060282,11,6.50321528,33.21590909
im_lr_006598.tif,11,2.97586886,0.20423941,0.67207263,11,7.145614,40.10227273
im_lr_006597.tif,7,3.41003144,0.1686747,0.58650486,7,9.31828255,68.19642857
im_lr_006596.tif,8,3.62057796,0.19277108,0.55239799,8,8.8410956,61.390625
im_lr_006595.tif,9,3.59931199,0.19087719,0.55566175,9,8.59450857,58.01388889
im_lr_006594.tif,9,3.48260085,0.16643551,0.57428344,9,8.56978204,57.68055556
im_lr_006593.tif,9,3.5839952,0.19737857,0.55803646,9,8.2244058,53.125
im_lr_006592.tif,8,3.78409138,0.21621622,0.52852846,8,8.45931683,56.203125
im_lr_006591.tif,8,3.79126148,0.16847669,0.5275289,8,8.82645708,61.1875
im_lr_006590.tif,11,3.53964511,0.17159957,0.5650284,11,7.91146627,49.15909091
im_lr_006589.tif,9,3.81611091,0.15938385,0.52409378,9,9.19973162,66.47222222
im_lr_006588.tif,9,4.06907737,0.12744208,0.49151191,9,9.97976085,78.22222222
im_lr_006587.tif,8,4.38467745,0.10210847,0.45613389,8,11.56158544,104.984375
im_lr_006586.tif,7,4.72839986,0.09542117,0.42297607,7,12.746547,127.60714286
im_lr_006585.tif,7,4.96891213,0.11271134,0.40250259,7,13.40639413,141.16071429
im_lr_006584.tif,11,4.69455797,0.13655609,0.4260252,11,10.97437406,94.59090909
im_lr_006583.tif,10,4.73251909,0.10811874,0.42260791,10,11.82175772,109.7625
im_lr_006582.tif,13,4.52015051,0.13339618,0.44246314,13,10.53528399,87.17307692
im_lr_006581.tif,11,4.89958401,0.12598996,0.40819792,11,11.44231811,102.82954545
im_lr_006580.tif,11,4.85326178,0.13147083,0.41209399,11,11.95617314,112.27272727
im_lr_006579.tif,13,4.65018901,0.13645697,0.43009005,13,10.94563585,94.09615385
im_lr_006578.tif,13,4.45000346,0.12856932,0.44943785,13,11.11655036,97.05769231
im_lr_006577.tif,15,4.43934059,0.15965563,0.45051736,15,10.34279181,84.01666667
im_lr_006576.tif,14,4.52833501,0.15909091,0.44166344,14,11.02234379,95.41964286
im_lr_006575.tif,12,4.59063345,0.13788151,0.43566972,12,11.96328059,112.40625
im_lr_006574.tif,11,4.64802411,0.12220034,0.43029037,11,12.28916484,118.61363636
im_lr_006573.tif,13,4.42327186,0.12496515,0.45215399,13,11.07738512,96.375
im_lr_006572.tif,12,4.52004431,0.14208398,0.44247354,12,11.50264358,103.91666667
im_lr_006571.tif,11,4.45392745,0.12043658,0.44904189,11,12.11008034,115.18181818
im_lr_006570.tif,12,4.37214683,0.13043478,0.45744118,12,12.02079138,113.48958333
im_lr_006569.tif,15,4.23411056,0.15755518,0.47235422,15,10.52834805,87.05833333
im_lr_006568.tif,15,4.24274328,0.16574586,0.47139312,15,10.40569137,85.04166667
im_lr_006567.tif,16,4.33937358,0.1665262,0.46089602,16,10.18524331,81.4765625
im_lr_006566.tif,14,4.58794706,0.14678899,0.43592482,14,11.15867405,97.79464286
im_lr_006565.tif,18,4.38172822,0.15765424,0.45644091,18,9.93358267,77.5
im_lr_006564.tif,17,4.41630351,0.15722126,0.45286743,17,10.51191423,86.78676471
im_lr_006563.tif,19,4.153704,0.16194187,0.48149796,19,10.04177381,79.19736842
im_lr_006562.tif,20,4.2431652,0.16509619,0.47134625,20,10.34484334,84.05
im_lr_006561.tif,22,4.25034905,0.15683525,0.47054959,22,9.97754564,78.1875
im_lr_006560.tif,25,4.23725611,0.15505683,0.47200357,25,9.5536473,71.685
im_lr_006559.tif,23,4.47507436,0.16154065,0.44691995,23,10.49486257,86.50543478
im_lr_006558.tif,21,4.57790307,0.12163254,0.43688125,21,11.37310406,101.58928571
im_lr_006557.tif,22,4.66534131,0.12714046,0.42869318,22,11.48869392,103.66477273
im_lr_006556.tif,22,4.70214866,0.11855821,0.42533747,22,11.75418901,108.51136364
im_lr_006555.tif,24,4.66164511,0.11744663,0.42903309,24,11.55240457,104.81770833
im_lr_006554.tif,27,4.69753084,0.1176276,0.42575559,27,11.36603083,101.46296296
im_lr_006553.tif,25,4.6325966,0.10376828,0.43172332,25,12.280685,118.45
im_lr_006552.tif,24,4.77765365,0.08316609,0.41861553,24,12.87065538,130.10416667
im_lr_006551.tif,22,5.02040353,0.08378628,0.39837435,22,13.82107461,150.02840909
im_lr_006550.tif,20,4.96596414,0.06247151,0.40274153,20,15.30633967,184.00625
im_lr_006549.tif,23,4.93686018,0.05087151,0.40511579,24,14.30941878,160.81770833
im_lr_006548.tif,18,5.21426033,0.0501369,0.38356351,18,17.05604615,228.47916667
im_lr_006547.tif,24,5.30779142,0.08267788,0.37680456,24,14.69963813,169.70833333
im_lr_006546.tif,28,5.07554993,0.09487335,0.39404597,28,13.69664941,147.33928571
im_lr_006545.tif,28,5.14405652,0.0846302,0.38879822,28,13.81359506,149.86607143
im_lr_006544.tif,24,5.35870234,0.08603201,0.37322469,25,14.8631567,173.505
im_lr_006543.tif,24,5.49043852,0.08835005,0.36426963,25,14.67109897,169.05
im_lr_006542.tif,23,5.3908178,0.0715707,0.37100122,23,15.21334566,181.77717391
im_lr_006541.tif,23,5.30294817,0.06532998,0.3771487,23,15.02178519,177.22826087
im_lr_006540.tif,24,5.0772769,0.06295364,0.39391194,24,14.59141957,167.21875
im_lr_006539.tif,24,5.09964562,0.06841494,0.39218411,24,14.7783751,171.53125
im_lr_006538.tif,20,5.35713139,0.06939162,0.37333413,20,16.57147841,215.68125
im_lr_006537.tif,22,5.43917664,0.06426208,0.36770271,22,15.92660691,199.22159091
im_lr_006536.tif,21,5.57619077,0.07307433,0.35866779,21,16.44512518,212.4047619
im_lr_006535.tif,24,5.59054184,0.06939444,0.35774708,24,15.60874949,191.34895833
im_lr_006534.tif,22,5.73852968,0.06768639,0.34852133,22,16.7866334,221.31818182
im_lr_006533.tif,20,5.99827652,0.0597184,0.33342911,20,18.03929473,255.58125
im_lr_006532.tif,18,6.13212176,0.03876294,0.32615138,21,18.11546063,257.74404762
im_lr_006531.tif,21,6.20475971,0.0514279,0.32233319,22,18.13442909,258.28409091
im_lr_006530.tif,20,6.02167047,0.03176032,0.33213375,21,18.91568261,281.01785714
im_lr_006529.tif,18,6.05116739,0.027262,0.33051474,20,19.76154052,306.7125
im_lr_006528.tif,19,6.10266739,0.03820716,0.32772555,21,19.38348131,295.08928571
im_lr_006527.tif,17,6.35757488,0.02826285,0.31458536,20,20.16435198,319.34375
im_lr_006526.tif,18,6.4073655,0.01150052,0.31214077,20,20.20771623,320.71875
im_lr_006525.tif,18,6.5034874,0.0207854,0.30752731,19,20.90088066,343.09868421
im_lr_006524.tif,16,6.43698352,0.01196038,0.31070454,17,22.1050619,383.77205882
im_lr_006523.tif,21,6.29384582,0.02429001,0.31777073,22,19.30462467,292.69318182
im_lr_006522.tif,19,6.23106333,0.02270258,0.3209725,20,20.32394601,324.41875
im_lr_006521.tif,22,6.14991245,0.03536363,0.32520788,23,18.88780731,280.19021739
im_lr_006520.tif,20,6.34101536,0.03956742,0.3154069,20,20.55907926,331.96875
im_lr_006519.tif,20,6.5789486,0.03510917,0.30399994,21,20.59466787,333.11904762
im_lr_006518.tif,19,6.61818283,0.02790807,0.30219776,22,20.4009169,326.88068182
im_lr_006517.tif,22,6.57227308,0.0313097,0.30430872,26,19.01433508,283.95673077
im_lr_006516.tif,20,6.60844621,0.0298823,0.302643,22,20.94403796,344.51704545
im_lr_006515.tif,23,6.37854539,0.01645988,0.31355111,25,19.95668634,312.8
im_lr_006514.tif,22,6.57835174,0.01155389,0.30402753,23,21.29525278,356.16847826
im_lr_006513.tif,21,6.56962161,0.006379,0.30443154,22,22.00372254,380.26136364
im_lr_006512.tif,23,6.73872881,0.01805757,0.29679188,25,20.7291883,337.485
im_lr_006511.tif,22,6.72490762,0.02205928,0.29740185,26,20.49339621,329.85096154
im_lr_006510.tif,27,6.3887351,0.00536552,0.31305101,31,19.01443374,283.95967742
im_lr_006509.tif,26,6.49880995,0.01834015,0.30774865,29,19.79354917,307.70689655
im_lr_006508.tif,21,6.52079463,0.01405785,0.30671109,25,21.49969498,363.04
im_lr_006507.tif,25,6.47352651,0.02501948,0.30895062,27,20.67697594,335.78703704
im_lr_006506.tif,26,6.50305264,0.01790363,0.30754787,29,20.11697302,317.84482759
im_lr_006505.tif,24,6.47916699,0.00684656,0.30868166,29,20.33000056,324.61206897
im_lr_006504.tif,22,6.69792352,0.01126474,0.29860001,28,20.94528387,344.55803571
im_lr_006503.tif,22,6.87247911,0.01204478,0.2910158,28,20.99908346,346.33035714
im_lr_006502.tif,22,6.87238116,0.00304008,0.29101995,30,20.45553607,328.63333333
im_lr_006501.tif,11,7.28962786,-0.03579724,0.27436243,23,23.93798222,450.05434783
im_lr_006500.tif,4,4.58200078,0.10496258,0.43649054,4,11.0360011,95.65625
im_lr_006499.tif,3,4.75836368,0.12765957,0.42031256,3,12.74119468,127.5
im_lr_006498.tif,3,4.50277988,0.13333333,0.44417006,3,12.05879622,114.20833333
im_lr_006497.tif,5,4.08221589,0.15366146,0.48992999,5,9.44406851,70.05
im_lr_006496.tif,5,4.27675462,0.18867925,0.46764432,5,9.81106057,75.6
im_lr_006495.tif,5,4.2424714,0.19607843,0.47142333,5,9.54798154,71.6
im_lr_006494.tif,5,4.07430299,0.20833333,0.49088151,5,9.05168298,64.35
im_lr_006493.tif,5,4.19980505,0.18609048,0.47621258,5,9.38659558,69.2
im_lr_006492.tif,5,4.3782137,0.20833333,0.4568073,5,9.38320385,69.15
im_lr_006491.tif,5,4.37543287,0.20833333,0.45709763,5,9.43226448,69.875
im_lr_006490.tif,6,4.13857603,0.24489796,0.48325801,6,8.35876905,54.875
im_lr_006489.tif,6,4.21233734,0.23529412,0.47479578,6,8.61198023,58.25
im_lr_006488.tif,7,3.85467583,0.20667384,0.51885038,7,8.12007508,51.78571429
im_lr_006487.tif,6,4.00107601,0.21052632,0.49986554,6,8.91020711,62.35416667
im_lr_006486.tif,6,4.15398068,0.19512195,0.48146589,6,9.47855292,70.5625
im_lr_006485.tif,7,3.89544753,0.20839121,0.51341983,7,8.77802534,60.51785714
im_lr_006484.tif,7,3.91085971,0.18300654,0.51139651,7,9.4935331,70.78571429
im_lr_006483.tif,7,3.88326785,0.18543046,0.51503014,7,9.39603749,69.33928571
im_lr_006482.tif,6,4.32709197,0.14457831,0.46220418,6,11.3949071,101.97916667
im_lr_006481.tif,6,4.66398121,0.14814815,0.42881819,6,11.63676634,106.35416667
im_lr_006480.tif,6,4.99576952,0.12965696,0.40033872,6,12.42605411,121.27083333
